27176,2,627
174711,2,627
1167907,1,1
964462,9,5331
41029,2,280
196,1,1
981354,1,2
276070,5,1941483
23075,4,3193
328531,6,4765
265692,7,1965294
26758,4,906
1174428,1,1
18374,1,37
141797,1,99
1168216,65,458
3381,1,72
345482,7,1965294
544272,1,1
1164654,1,1
191889,1,151
12843,1,2
1174407,65,458
2664,2,280
1169740,1,60
48,1,2
22250,2,314
2172,1,1
150512,9,208
139990,1,119
18310,2,185
1173022,6,762
477811,9,5331
839337,1,1
549897,1,110
1012440,9,1017
9899,1,158
28420,1,2
281,1,1
6303,1,10
1163163,9,1661
1175767,2,223
53556,8,402
19907,4,730
31845,2,292
89153,3,467
58486,1,1
1167918,1,1
979806,4,284
1130877,4,3193
471469,9,1515864
783454,7,1951841
1173536,65,1964189
141808,2,314
39135,2,455
426419,2,1057
149153,9,5331
168131,1,99
4760,1,73
1012479,9,1017
572,1,72
545052,1,1
6905,1,158
21,1,2
1166516,2,314
116,1,1
65631,2,627
5345,1,95
18594,2,314
14285,2,280
44710,2,761
24128,1,73
291287,2,223
484,1,49
294695,65,635
751289,1,73
1168878,4,14
936320,1,72
19302,2,223
55704,1,1
244981,1,2
533,1,60
33690,2,444
1855,3,281
